index,Vina,Drug,SMILES
1129,-7.7,LYNESTRENOL,CC12CCC3C(C1CCC2(C#C)O)CCC4=CCCCC34
1130,-7.7,MEQUITAMIUM,C[N+]12CCC(CC1)C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53
1131,-7.7,MERIBENDAN,CC1CC(=O)NN=C1C2=CC3=C(C=C2)N=C(N3)C4=CC=NN4
1132,-7.7,MESPIRENONE,CC(=O)SC1CC2=CC(=O)C=CC2(C3C1C4C5CC5C6(C4(CC3)C)CCC(=O)O6)C
1133,-7.7,METHYLPREDNISOLONE SULEPTANATE,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCCCCCC(=O)N(C)CCS(=O)(=O)[O-])O.[Na+]
1134,-7.7,MIDAZOLAM,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F
1135,-7.7,MIFEPRISTONE,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O
1138,-7.7,MK-2461,CN1C=C(C=N1)C2=CC3=C(C=CC4=C(C3=O)C=C(C=C4)NS(=O)(=O)N(C)CC5COCCO5)N=C2
1139,-7.7,MK-8245,C1CN(CCC1OC2=C(C=CC(=C2)F)Br)C3=NOC(=C3)C4=NN(N=N4)CC(=O)O
1140,-7.7,MOEXIPRILAT,CC(C(=O)N1CC2=CC(=C(C=C2CC1C(=O)O)OC)OC)NC(CCC3=CC=CC=C3)C(=O)O
1141,-7.7,MOXIFLOXACIN,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O
1142,-7.7,NAFTOPIDIL,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O
1143,-7.7,NATAMYCIN,CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O
1144,-7.7,NELFINAVIR,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O
1145,-7.7,NICERITROL,C1=CC(=CN=C1)C(=O)OCC(COC(=O)C2=CN=CC=C2)(COC(=O)C3=CN=CC=C3)COC(=O)C4=CN=CC=C4
1146,-7.7,NICOCORTONIDE,CC=CC1OC23CCC(C2(CC(C4C3CCC5=CC(=O)CCC45C)O)C)(O1)C(=O)COC(=O)C6=CC=NC=C6
1147,-7.7,NICOMOL,C1CC(C(C(C1)(COC(=O)C2=CN=CC=C2)COC(=O)C3=CN=CC=C3)O)(COC(=O)C4=CN=CC=C4)COC(=O)C5=CN=CC=C5
1148,-7.7,NILPRAZOLE,CC(C)NC(=O)CN1CCN(CC1)CC2=NC3=CC=CC=C3N2CCC(=O)C4=CC=CC=C4
1149,-7.7,NORETHYNODREL,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3CCC(=O)C4
1150,-7.7,NP-G2-044,CC1=C(C=CO1)C(=O)NC2=NN(C3=CC=CC=C32)CC4=CC=C(C=C4)C(F)(F)F
1151,-7.7,NUVENZEPINE,CN1CCC(CC1)C(=O)N2C3=CC=CC=C3NC(=O)C4=C2N=CC=C4
1152,-7.7,NYLESTRIOL,CC12CCC3C(C1CC(C2(C#C)O)O)CCC4=C3C=CC(=C4)OC5CCCC5
1153,-7.7,ODAPIPAM,CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC4=C3OCC4)O)Cl
1154,-7.7,OFLOXACIN,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
1155,-7.7,ONO-2952,CC(=O)N1CC2(CC2)C3=C(C1C4=C(C=C(C=C4)Cl)OC)NC5=C3C(=CC=C5)F
1156,-7.7,ORVEPITANT,CC1=C(C=CC(=C1)F)C2CC(CCN2C(=O)N(C)C(C)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N4CCN5C(C4)CCC5=O
1157,-7.7,OZENOXACIN,CC1=CC(=CN=C1NC)C2=C(C3=C(C=C2)C(=O)C(=CN3C4CC4)C(=O)O)C
1158,-7.7,PANURAMINE,C1CN(CCC1NC(=O)NC(=O)C2=CC=CC=C2)CC3=CC4=CC=CC=C4C=C3
1159,-7.7,PELITREXOL,CC1=C(SC(=C1)C(=O)NC(CCC(=O)O)C(=O)O)CCC2CC3=C(NC2)N=C(NC3=O)N
1160,-7.7,PF-03635659,CC(C)(CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)N3CC(C3)OC4=CC=CC(=C4)O
1161,-7.7,PF-06815345,CCOC(=O)OC(C)N1C(=NN=N1)C2=C(C=NN2C)C3=C(C=C(C=C3)C(=O)N(C4CCCNC4)C5=C(C=CC=N5)Cl)F
1162,-7.7,PH-797804,CC1=C(C=C(C=C1)C(=O)NC)N2C(=CC(=C(C2=O)Br)OCC3=C(C=C(C=C3)F)F)C
1163,-7.7,PICLIDENOSON,CNC(=O)C1C(C(C(O1)N2C=NC3=C(N=CN=C32)NCC4=CC(=CC=C4)I)O)O
1164,-7.7,PIMOBENDAN,CC1CC(=O)NN=C1C2=CC3=C(C=C2)N=C(N3)C4=CC=C(C=C4)OC
1165,-7.7,PIPACYCLINE,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCN(CC5)CCO)N(C)C)O
1166,-7.7,PIPERACILLIN,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
1167,-7.7,PIROHEPTINE,CCN1CCC(=C2C3=CC=CC=C3CCC4=CC=CC=C42)C1C
1168,-7.7,POSIZOLID,C1CN(CC=C1C2=C(C=C(C=C2F)N3CC(OC3=O)COC4=NOC=C4)F)C(=O)C(CO)O
1169,-7.7,PRAZOSIN,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
1170,-7.7,PREDNISOLONE HEMISUCCINATE,CC12CC(C3C(C1CCC2(C(=O)COC(=O)CCC(=O)O)O)CCC4=CC(=O)C=CC34C)O
1171,-7.7,PRENOXDIAZINE,C1CCN(CC1)CCC2=NC(=NO2)CC(C3=CC=CC=C3)C4=CC=CC=C4
1172,-7.7,PRETOMANID,C1C(COC2=NC(=CN21)[N+](=O)[O-])OCC3=CC=C(C=C3)OC(F)(F)F
1173,-7.7,PROCINONIDE,CCC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C
1174,-7.7,PRULIFLOXACIN,CC1N2C3=CC(=C(C=C3C(=O)C(=C2S1)C(=O)O)F)N4CCN(CC4)CC5=C(OC(=O)O5)C
1175,-7.7,QUINACILLIN,CC1(C(N2C(S1)C(C2=O)NC(=O)C3=NC4=CC=CC=C4N=C3C(=O)O)C(=O)O)C
1176,-7.7,RABUSERTIB,CC1=CC(=C(C=C1Br)NC(=O)NC2=NC=C(N=C2)C)OCC3CNCCO3
1177,-7.7,RADEZOLID,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)C3=CC=C(C=C3)CNCC4=NNN=C4)F
1178,-7.7,RAPASTINEL,CC(C(C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)N)N)O
1179,-7.7,REBAMIPIDE,C1=CC=C2C(=C1)C(=CC(=O)N2)CC(C(=O)O)NC(=O)C3=CC=C(C=C3)Cl
1180,-7.7,REGLITAZAR,CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=C(C=C3)CC4C(=O)NOC4=O
1181,-7.7,RELDESEMTIV,C1C(CC1(CNC2=NC=C(C=N2)N3C=CC(=C3)C(=O)N)C4=C(C=CC=N4)F)F
1182,-7.7,RG-1530,CC1=C2C(=NN1)NC3=CC(=C(C=C3C(=N2)C4=CC=CC=C4Cl)F)OC
1183,-7.7,RIDOGREL,C1=CC(=CC(=C1)C(F)(F)F)C(=NOCCCCC(=O)O)C2=CN=CC=C2
1184,-7.7,RIFAMPIN,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C
1185,-7.7,RIOCIGUAT,CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)C(=O)OC
1186,-7.7,RITANSERIN,CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3
1187,-7.7,RIVAROXABAN,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl
1188,-7.7,ROFLEPONIDE,CCCC1OC2CC3C4CC(C5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F
1189,-7.7,RTI-336,CC1=CC=C(C=C1)C2=NOC(=C2)C3C4CCC(N4C)CC3C5=CC=C(C=C5)Cl.Cl
1190,-7.7,RUPATADINE,CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2
1191,-7.7,RV-521,C1CC12C3=C(C=C(C=C3)F)N(C2=O)CC4=NC5=C(N4CCCC(F)(F)F)C=CC(=C5)CN
1192,-7.7,SATAVAPTAN,CCOC1=CC2=C(C=C1)N(C(=O)C23CCC(CC3)OCCN4CCOCC4)S(=O)(=O)C5=C(C=C(C=C5)C(=O)NC(C)(C)C)OC
1193,-7.7,SELONSERTIB,CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C)F
1194,-7.7,SIPONIMOD,CCC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O
1195,-7.7,SIVELESTAT,CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NCC(=O)O
1196,-7.7,SOLITHROMYCIN,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)(C)F)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=N4)C5=CC(=CC=C5)N)C
1197,-7.7,SOLYPERTINE,COC1=CC=CC=C1N2CCN(CC2)CCC3=CNC4=CC5=C(C=C43)OCO5
1198,-7.7,SPIRILENE,CC(=CCCN1CCC2(CC1)C(=O)NCN2C3=CC=CC=C3)C4=CC=C(C=C4)F
1199,-7.7,SULOFENUR,C1CC2=C(C1)C=C(C=C2)S(=O)(=O)NC(=O)NC3=CC=C(C=C3)Cl
1200,-7.7,SURUFATINIB,CC1=CC2=C(N1)C=CC(=C2)OC3=NC(=NC=C3)NC4=CC=CC(=C4)CS(=O)(=O)NCCN(C)C
1201,-7.7,TAFAMIDIS,C1=CC2=C(C=C1C(=O)O)OC(=N2)C3=CC(=CC(=C3)Cl)Cl
1202,-7.7,TAK-733,CN1C2=C(C(=C(C1=O)F)NC3=C(C=C(C=C3)I)F)C(=O)N(C=N2)CC(CO)O
1203,-7.7,TAMOLARIZINE,COC1=C(C=C(C=C1)C(CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)O)OC
1204,-7.7,TAPRENEPAG,C1=CC(=CC(=C1)OCC(=O)O)CN(CC2=CC=C(C=C2)N3C=CC=N3)S(=O)(=O)C4=CN=CC=C4
1205,-7.7,TBA-354,C1C(COC2=NC(=CN21)[N+](=O)[O-])OCC3=CN=C(C=C3)C4=CC=C(C=C4)OC(F)(F)F
1206,-7.7,TECOVIRIMAT,C1C2C1C3C=CC2C4C3C(=O)N(C4=O)NC(=O)C5=CC=C(C=C5)C(F)(F)F
1207,-7.7,TEOPROLOL,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)CCN3C=NC4=C3C(=O)N(C(=O)N4C)C)O
1208,-7.7,TERAZOSIN,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
1209,-7.7,TERDECAMYCIN,CC1C2CC(C=CC(=CCC(C=CC(=CC(C(C1=O)(C(=O)O2)C)NC(=O)C(=O)C)C)OC(=O)N3CCN(CC3)C)C)O
1210,-7.7,TG100-801,CC1=CC(=CC2=C1N=C(N=N2)NC3=CC=C(C=C3)OCCN4CCCC4)C5=C(C=CC(=C5)OC(=O)C6=CC=CC=C6)Cl
1211,-7.7,TICAGRELOR,CCCSC1=NC(=C2C(=N1)N(N=N2)C3CC(C(C3O)O)OCCO)NC4CC4C5=CC(=C(C=C5)F)F
1212,-7.7,TICARCILLIN CRESYL,CC1=CC=C(C=C1)OC(=O)C(C2=CSC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
1213,-7.7,TIFLUADOM,CN1C(CN=C(C2=CC=CC=C21)C3=CC=CC=C3F)CNC(=O)C4=CSC=C4
1214,-7.7,TIVOZANIB,CC1=CC(=NO1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)Cl
1215,-7.7,TOLVAPTAN,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C
1216,-7.7,TOSAGESTIN,CC12CC(=C)C3C(C1C=CC2(C#C)O)CCC4=CC(=O)CCC34
1217,-7.7,TRALONIDE,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CF)C)Cl)Cl)C)F)C
1218,-7.7,TRECADRINE,CC(C(C1=CC=CC=C1)O)N(C)CC=C2C3=CC=CC=C3CCC4=CC=CC=C42
1219,-7.7,TRIAMCINOLONE ACETONIDE PHOSPHORIC ACID,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)COP(=O)(O)O)C)O)F)C)C
1220,-7.7,TRIAMCINOLONE HEXACETONIDE,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)COC(=O)CC(C)(C)C)C)O)F)C)C
1221,-7.7,TRIAZOLAM,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl
1222,-7.7,UDENAFIL,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)NCCC4CCCN4C)OCCC)C
1223,-7.7,UPAMOSTAT,CCOC(=O)N1CCN(CC1)C(=O)C(CC2=CC(=CC=C2)C(=NO)N)NS(=O)(=O)C3=C(C=C(C=C3C(C)C)C(C)C)C(C)C
1224,-7.7,VESTIPITANT,CC1=C(C=CC(=C1)F)C2CNCCN2C(=O)N(C)C(C)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F
1225,-7.7,VOFOPITANT,COC1=C(C=C(C=C1)N2C(=NN=N2)C(F)(F)F)CNC3CCCNC3C4=CC=CC=C4
1226,-7.7,VONOPRAZAN,CNCC1=CN(C(=C1)C2=CC=CC=C2F)S(=O)(=O)C3=CN=CC=C3
1227,-7.7,YM-543,C[N+](C)(C)CCO.C1=CC=C2C=C(C=C2C=C1)CC3=CC(=C(C=C3)[O-])C4C(C(C(C(O4)CO)O)O)O
1228,-7.7,ZERANOL,CC1CCCC(CCCCCC2=C(C(=CC(=C2)O)O)C(=O)O1)O
1229,-7.7,ZOFENOPRIL,CC(CSC(=O)C1=CC=CC=C1)C(=O)N2CC(CC2C(=O)O)SC3=CC=CC=C3
1230,-7.6,ABT-072,CC(C)(C)C1=CC(=CC(=C1OC)C=CC2=CC=C(C=C2)NS(=O)(=O)C)N3C=CC(=O)NC3=O
1231,-7.6,ACODAZOLE,CC1=CC(=C2C(=CC=C3C2=NC=N3)N1)NC4=CC=C(C=C4)N(C)C(=O)C
1232,-7.6,ACT-709478,C1CC1(C2=CC=C(C=C2)CC(=O)NC3=NN(C=C3)CC4=NC=C(C=C4)C#N)C(F)(F)F
1233,-7.6,AFATINIB,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4
1234,-7.6,AFN-1252,CC1=C(OC2=CC=CC=C12)CN(C)C(=O)C=CC3=CC4=C(NC(=O)CC4)N=C3
1235,-7.6,AGN-201904,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2S(=O)(=O)C4=CC=C(C=C4)OCC(=O)O)C=CC(=C3)OC
1236,-7.6,AK-106,CN1C2=C(C=C(C=C2)C3=C(C(=CC(=C3)CCC(=O)O)N)OC4CC5=CC=CC=C5C4)C=N1
1237,-7.6,ALMITRINE,C=CCNC1=NC(=NC(=N1)N2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)NCC=C
1238,-7.6,ALTAPIZONE,C1CN(CCC1C2=CC=CC=C2)CCC(=O)NC3=CC=C(C=C3)C4=NNC(=O)CC4
1239,-7.6,AMCINONIDE,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CCC5=CC(=O)C=CC54C)F)O)C)OC6(O2)CCCC6
1240,-7.6,ASENAPINE,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24
1241,-7.6,AT-9283,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5
1242,-7.6,ATOGEPANT,CC1C(CC(C(=O)N1CC(F)(F)F)NC(=O)C2=CC3=C(CC4(C3)C5=C(NC4=O)N=CC=C5)N=C2)C6=C(C=CC(=C6F)F)F
1243,-7.6,AXELOPRAN,C1CCC(CC1)CN(CCN2C3CCC2CC(C3)C4=CC(=CC=C4)C(=O)N)C(=O)C(CO)O
1244,-7.6,AZD-7986,CN1C2=C(C=CC(=C2)C3=CC=C(C=C3)CC(C#N)NC(=O)C4CNCCCO4)OC1=O
1245,-7.6,AZD-8418,CC(C1CC1)N2CC3=C(C2=O)C(=CC(=C3)C4=CC(=NO4)C(=O)N(C)C)Cl
1250,-7.6,BARDOXOLONE METHYL,CC1(CCC2(CCC3(C(C2C1)C(=O)C=C4C3(CCC5C4(C=C(C(=O)C5(C)C)C#N)C)C)C)C(=O)OC)C
1251,-7.6,BECLICONAZOLE,C1=CC=C(C(=C1)C(C2=CC3=C(O2)C=CC(=C3)Cl)N4C=CN=C4)Cl
1252,-7.6,BENDERIZINE,CC1(CN(CCN1C)C(C2=CC=CC=C2)C3=CC=CC=C3)CC4=CC(=C(C=C4)OC)OC
1253,-7.6,BERBERINE,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC
1254,-7.6,BETAMETHASONE PHOSPHORIC ACID,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COP(=O)(O)O)O)C)O)F)C
1255,-7.6,BINIMETINIB,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)F)C(=O)NOCCO
1256,-7.6,BMS-863233,C1CC(NC1)C2=NC3=C(C(=O)N2)OC4=C3C=C(C=C4)Cl
1257,-7.6,BMS-906024,CN1C2=CC=CC=C2C(=NC(C1=O)NC(=O)C(CCC(F)(F)F)C(CCC(F)(F)F)C(=O)N)C3=CC=CC=C3
1258,-7.6,BOFUMUSTINE,CC1(OC2C(OC(C2O1)NC(=O)N(CCCl)N=O)COC(=O)C3=CC=C(C=C3)[N+](=O)[O-])C
1259,-7.6,BROMOPHENOL BLUE,C1=CC=C2C(=C1)C(OS2(=O)=O)(C3=CC(=C(C(=C3)Br)O)Br)C4=CC(=C(C(=C4)Br)O)Br
1260,-7.6,CANGRELOR,CSCCNC1=C2C(=NC(=N1)SCCC(F)(F)F)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(C(P(=O)(O)O)(Cl)Cl)O)O)O
1261,-7.6,CANRENONE,CC12CCC(=O)C=C1C=CC3C2CCC4(C3CCC45CCC(=O)O5)C
1262,-7.6,CARBAZOCINE,C1CCC23CCN(C(C2C1)CC4=C3NC5=CC=CC=C45)CC6CC6
1263,-7.6,CARBENICILLIN PHENYL,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)OC4=CC=CC=C4)C(=O)O)C
1264,-7.6,CARMOXIROLE,C1CN(CC=C1C2=CC=CC=C2)CCCCC3=CNC4=C3C=C(C=C4)C(=O)O
1265,-7.6,CC-11050,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2CC3=C(C2=O)C(=CC=C3)NC(=O)C4CC4)OC
1266,-7.6,CEFATRIZINE,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)CSC4=NNN=C4
1267,-7.6,CEFCANEL DALOXATE,CC1=C(OC(=O)O1)COC(=O)C2=C(CSC3N2C(=O)C3NC(=O)C(C4=CC=CC=C4)OC(=O)C(C)N)CSC5=NN=C(S5)C
1268,-7.6,CEFCANEL,CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)C(C4=CC=CC=C4)O)SC2)C(=O)O
1269,-7.6,CEFONICID,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)O)C(=O)O)CSC4=NN=NN4CS(=O)(=O)O
1270,-7.6,CHLOROSERPIDINE,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=C(C=C5)Cl)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
1271,-7.6,CICLOPROFEN,CC(C1=CC2=C(C=C1)C3=CC=CC=C3C2)C(=O)O
1272,-7.6,CILOMILAST,COC1=C(C=C(C=C1)C2(CCC(CC2)C(=O)O)C#N)OC3CCCC3
1273,-7.6,CIMICOXIB,COC1=C(C=C(C=C1)C2=C(N=CN2C3=CC=C(C=C3)S(=O)(=O)N)Cl)F
1274,-7.6,CINNARIZINE,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4
1275,-7.6,CLAZOLAM,CN1C(=O)CN2CCC3=CC=CC=C3C2C4=C1C=CC(=C4)Cl
1276,-7.6,CLAZURIL,C1=CC(=CC=C1C(C#N)C2=C(C=C(C=C2)N3C(=O)NC(=O)C=N3)Cl)Cl
1277,-7.6,CLOXAZOLAM,C1COC2(N1CC(=O)NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4Cl
1278,-7.6,CLOZAPINE,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42
1279,-7.6,COH-29,C1=CC=C(C=C1)C2=C(N=C(S2)NC(=O)C3=CC(=C(C=C3)O)O)C4=CC(=C(C=C4)O)O
1280,-7.6,CONTEZOLID ACEFOSAMIL,CC(=O)OP(=O)(N(CC1CN(C(=O)O1)C2=CC(=C(C(=C2F)F)N3CCC(=O)C=C3)F)C4=NOC=C4)[O-].[Na+]
1281,-7.6,COUMETAROL,COCC(C1=C(C2=CC=CC=C2OC1=O)O)C3=C(C4=CC=CC=C4OC3=O)O
1282,-7.6,CP-866087,CCC1(C2C1CN(C2)CC3(CC4=CC=CC=C4C3)O)C5=CC(=CC=C5)NS(=O)(=O)C
1283,-7.6,CPI-1205,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C(N(C3=CC=CC=C32)C(C)C4CCN(CC4)CC(F)(F)F)C)OC
1284,-7.6,CT-7001,CC(C)C1=C2N=C(C=C(N2N=C1)NCC3=CC=CC=C3)NCC4CCNCC4O
1285,-7.6,CYCLAMATE CALCIUM,C1CCC(CC1)NS(=O)(=O)[O-].C1CCC(CC1)NS(=O)(=O)[O-].[Ca+2]
1286,-7.6,DACOMITINIB,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)C=CCN4CCCCC4
1287,-7.6,DAGROCORAT,CC1=C(C=CC=N1)NC(=O)C2=CC3=C(C=C2)C4(CCC(CC4CC3)(C(F)(F)F)O)CC5=CC=CC=C5
1288,-7.6,DANOFLOXACIN,CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F
1289,-7.6,DELTA 8-TETRAHYDROCANNOBINOL,CCCCCC1=CC(=C2C3CC(=CCC3C(OC2=C1)(C)C)C)O
1290,-7.6,DESCINOLONE ACETONIDE,CC(=O)C12C(CC3C1(CC(C4(C3CCC5=CC(=O)C=CC54C)F)O)C)OC(O2)(C)C
1291,-7.6,DESOGESTREL,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CCCCC34
1292,-7.6,DIAZEPINOMICIN,CC(=CCCC(=CCCC(=CCN1C2=C(C(=CC(=C2)O)O)NC3=C(C1=O)C=CC=C3O)C)C)C
1293,-7.6,DIFLUCORTOLONE,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C)F
1294,-7.6,DONITRIPTAN,C1CN(CCN1C2=CC=C(C=C2)C#N)C(=O)COC3=CC4=C(C=C3)NC=C4CCN
1295,-7.6,DROCINONIDE,CC1(OC2CC3C4CCC5CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C
1296,-7.6,E-FLUPENTIXOL,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
1297,-7.6,EBERCONAZOLE,C1CC2=C(C(C3=CC=CC=C31)N4C=CN=C4)C(=CC(=C2)Cl)Cl
1298,-7.6,ECOPIPAM,CN1CCC2=CC(=C(C=C2C3C1CCC4=CC=CC=C34)O)Cl
1299,-7.6,EDATREXATE,CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
1300,-7.6,EDOTECARIN,C1=CC2=C(C=C1O)NC3=C4C(=C5C(=C23)C(=O)N(C5=O)NC(CO)CO)C6=C(N4C7C(C(C(C(O7)CO)O)O)O)C=C(C=C6)O
1301,-7.6,ELACRIDAR,COC1=CC=CC2=C1NC3=C(C2=O)C=CC=C3C(=O)NC4=CC=C(C=C4)CCN5CCC6=CC(=C(C=C6C5)OC)OC
1302,-7.6,ELISMETREP,C1CC1C2=C(N=CC3=CC=CC=C32)N(CC4=CC=C(C=C4)OC(F)(F)F)S(=O)(=O)C5=CC=C(C=C5)C(=O)O
1303,-7.6,ELOPIPRAZOLE,C1CN(CCN1CC2=CC=C(N2)C3=CC=C(C=C3)F)C4=CC=CC5=C4OC=C5
1304,-7.6,ELSULFAVIRINE,CCC(=O)NS(=O)(=O)C1=CC(=C(C=C1)NC(=O)CC2=C(C(=C(C=C2)Br)OC3=CC(=CC(=C3)C#N)Cl)F)Cl
1305,-7.6,ELZIVERINE,COC1=C(C=C(C=C1)CC2=NC=C(C3=CC(=C(C=C32)OC)OC)CN4CCN(CC4)C5=CC=CC=C5OC)OC
1306,-7.6,EMAPUNIL,CCN(CC1=CC=CC=C1)C(=O)CN2C3=NC(=NC=C3N(C2=O)C)C4=CC=CC=C4
1307,-7.6,ENADOLINE,CN(C1CCC2(CCCO2)CC1N3CCCC3)C(=O)CC4=C5C=COC5=CC=C4
1308,-7.6,ENCORAFENIB,CC(C)N1C=C(C(=N1)C2=C(C(=CC(=C2)Cl)NS(=O)(=O)C)F)C3=NC(=NC=C3)NCC(C)NC(=O)OC
1309,-7.6,ENOBOSARM,CC(COC1=CC=C(C=C1)C#N)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O
